Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Newton Nissan of Gallatin,1461 Nashville Pike,,Gallatin,TN,37066,,615-451-6827,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,36.361376,-86.494932,2020-06-09,39809,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Tri-Cities Nissan,3602 Bristol Hwy,,Johnson City,TN,37601,,423-282-4731,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.374198,-82.372119,2020-06-09,39811,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Wallace Nissan Oldsmobile,2733 E Stone Dr,,Kingsport,TN,37660,,423-288-5500,E,,Public - Call ahead,Dealership business hours,,,,,,3,,,Non-Networked,,GPS,36.551978,-82.487762,2020-08-05,39812,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Ted Russell Nissan,8565 Kingston Pike,,Knoxville,TN,37919,,865-693-2856,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.920587,-84.067881,2020-06-09,39813,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Rusty Wallace Nissan,4515 Clinton Hwy,,Knoxville,TN,37912,,865-687-6111,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.999617,-83.969451,2020-06-09,39814,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Rivergate,1550 Gallatin Pike N,,Madison,TN,37115,,615-865-7220,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,36.29062,-86.7051,2020-06-09,39815,2021-03-11 23:22:17 UTC,P,,,2019-05-01,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Roberts Nissan,2747 Hillsboro Hwy,,Manchester,TN,37355,,931-728-2212,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.454702,-86.041805,2020-06-09,39816,2021-03-11 23:22:17 UTC,P,,,2019-05-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Weakley County Motors,841 N Lindell St,,Martin,TN,38237,,731-587-3141,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.369277,-88.849653,2020-06-09,39817,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,AutoNation Nissan - Memphis,4140 Hacks Cross Rd,,Memphis,TN,38125,,901-759-6100,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.0353,-89.795859,2020-06-09,39818,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Jim Keras Nissan,2080 Covington Pike,,Memphis,TN,38128,,901-373-2800,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,35.181031,-89.895533,2020-06-09,39819,2021-03-11 23:22:17 UTC,P,,,2019-05-01,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,East Tennessee Nissan,5496 W Andrew Johnson Hwy,,Morristown,TN,37814,,423-587-2506,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.18226,-83.382387,2020-06-09,39820,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Murfreesboro,814 Memorial Blvd,,Murfreesboro,TN,37129,,615-893-0252,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,35.854156,-86.394979,2020-06-09,39821,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Action Nissan,307 Thompson Ln,,Nashville,TN,37211,,615-834-8244,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,36.110606,-86.743585,2020-06-09,39822,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Downtown Nashville Nissan,25 Vantage Way,,Nashville,TN,37228,,615-248-5100,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,36.191053,-86.793132,2021-02-15,39823,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Twin City Nissan,3247 Airport Hwy,,Alcoa,TN,37701,,865-970-4132,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,GPS,35.830725,-83.974822,2020-08-05,39845,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Wolfchase Nissan,2956 N Germantown Rd,,Bartlett,TN,38133,,901-255-3800,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,35.205818,-89.791337,2020-06-09,39846,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Bill Gatton Nissan,235 Century Blvd,,Bristol,TN,37620,,423-989-6700,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,36.54282,-82.2354,2020-06-09,39847,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Chattanooga East,2121 Chapman Rd,,Chattanooga,TN,37421,,423-381-6435,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.056433,-85.190515,2020-06-09,39848,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,City of Kingsport - Parking Garage,215 W Center St,,Kingsport,TN,37660,,423-229-9309,E,,Public - Call ahead,24 hours daily,,,,,,6,,,Non-Networked,,200-9,36.547921,-82.56179,2021-01-14,41483,2021-09-02 20:54:05 UTC,LG,,,2011-07-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,METRO NASHVILLE NFD STATION 35,2034 Hobson Pike,,Metropolitan Government,TN,37013,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.052151,-86.59919,2021-12-01,41763,2021-12-01 00:30:49 UTC,,,,2011-10-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Alexander's Storage,101 W 8th St,Located behind the building,Columbia,TN,38401,,931-381-0954,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,35.61323,-87.034614,2021-09-10,42872,2021-09-10 19:40:26 UTC,P,,,2011-12-31,,,,,J1772,US,,,,Public,,public,,,STORAGE,,,,,,,Free,,,,,,,,,,
ELEC,Middle Tennessee Electric Membership Corp - Corporate Headquarters,555 New Salem Rd,,Murfreesboro,TN,37129,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.837613,-86.407098,2020-09-03,42939,2021-11-12 21:01:10 UTC,P,,,2011-04-30,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
LNG,Clean Energy - Knoxville Flying J #722,800 Watt Rd,,Knoxville,TN,37932,,866-809-4869,E,,Public - Card key at all times,24 hours daily; call 866-809-4869 for required Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FleetOne FuelMan M TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,35.881382,-84.235647,2021-10-12,43665,2021-10-12 12:58:36 UTC,P,,,2015-01-14,,HD,,,,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,TRAVEL_CENTER,,,,,NONE,,,,,,,,,,HD,,
LNG,Clean Energy - Lebanon Pilot 411,921 Murfreesboro Rd,,Lebanon,TN,37090,,615-453-8866,P,2022-06-15,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; Call 866-809-4869 for Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,36.178964,-86.299076,2021-11-04,43666,2021-11-04 19:44:05 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,
ELEC,Middle Tennessee Electric Membership Corp - District Office,2156 Curd Ln,,Franklin,TN,37067,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.922223,-86.821182,2020-09-03,43761,2021-11-12 21:00:37 UTC,P,,,2011-08-31,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
ELEC,Nissan North America,1 Nissan Way,,Franklin,TN,37067,,615-725-1000,E,,Public,24 hours daily,,,,,,4,3,,Non-Networked,,GPS,35.940203,-86.813764,2020-06-09,43762,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,CHADEMO J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
ELEC,Middle Tennessee Electric Membership Corp - District Office,201 Maddox-Simpson Pkwy,,Lebanon,TN,37090,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.174597,-86.298021,2020-09-03,43763,2021-11-12 21:00:23 UTC,P,,,2011-08-31,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
ELEC,Middle Tennessee Electric Membership Corp - District Office,326 Saint Andrews Dr,,Murfreesboro,TN,37128,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.843311,-86.446636,2020-09-03,43764,2021-11-12 21:00:56 UTC,P,,,2011-08-31,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
ELEC,HCA Corporate Headquarters - Building 1,One Park Plaza,,Nashville,TN,37203,,,E,,Private,Employee use only,,,,,,4,,,Non-Networked,,GPS,36.15403028286782,-86.81379926522062,2021-10-12,46470,2021-10-12 12:58:36 UTC,P,,,2011-07-15,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,SOLAR,
ELEC,Twin City Nissan,3247 Airport Hwy,,Alcoa,TN,37701,,865-970-4132,E,,Private,,,,,,,1,,,Non-Networked,,GPS,35.830725,-83.974822,2020-08-05,47807,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Wolfchase Nissan,2956 N Germantown Rd,,Bartlett,TN,38133,,901-255-3800,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.205818,-89.791337,2020-06-09,47808,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Bill Gatton Nissan,235 Century Blvd,,Bristol,TN,37620,,423-989-6700,E,,Private,,,,,,,1,,,Non-Networked,,GPS,36.54282,-82.2354,2020-06-09,47810,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Mountain View Nissan,2100 S Market St,,Chattanooga,TN,37408,,423-756-1500,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.030251,-85.308376,2020-06-09,47813,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Harold Mathews Nissan,185 Highway 76,,Clarksville,TN,37043,,931-552-7555,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.513006,-87.268667,2020-06-09,47814,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Cookeville Nissan,501 Neal St,,Cookeville,TN,38501,,931-528-7715,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.137109,-85.496453,2020-06-09,47816,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Victory Nissan West,2219 Highway 46 S,,Dickson,TN,37055,,615-446-7070,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.023934,-87.340223,2020-06-09,47817,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Cool Springs,212 Comtide Ct,,Franklin,TN,37067,,615-790-2500,E,,Private,,,,,,,1,,,Non-Networked,,200-8,35.957857,-86.80853,2020-06-09,47819,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Newton Nissan of Gallatin,1461 Nashville Pike,,Gallatin,TN,37066,,615-451-6827,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.361376,-86.494932,2020-06-09,47823,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Carlock Nissan - Jackson,495 Vann Dr,,Jackson,TN,38305,,,E,,Private,,,,,,,1,,,Non-Networked,,GPS,35.668125,-88.84297,2020-06-09,47824,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Tri-Cities Nissan,3602 Bristol Hwy,,Johnson City,TN,37601,,423-282-4731,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.374198,-82.372119,2020-06-09,47826,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Wallace Nissan Oldsmobile,2733 E Stone Dr,,Kingsport,TN,37660,,423-288-5500,E,,Private,,,,,,,1,,,Non-Networked,,GPS,36.551978,-82.487762,2020-08-05,47827,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Ted Russell Nissan,8565 Kingston Pike,,Knoxville,TN,37919,,865-693-2856,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.920587,-84.067881,2020-06-09,47829,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Rusty Wallace Nissan,4515 Clinton Hwy,,Knoxville,TN,37912,,865-687-6111,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.999617,-83.969451,2020-06-09,47830,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Rivergate,1550 Gallatin Pike N,,Madison,TN,37115,,615-865-7220,E,,Private,,,,,,,1,,,Non-Networked,,GPS,36.29062,-86.7051,2020-06-09,47831,2021-03-11 23:22:17 UTC,P,,,2019-05-01,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Roberts Nissan,2747 Hillsboro Hwy,,Manchester,TN,37355,,931-728-2212,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.454702,-86.041805,2020-06-09,47832,2021-03-11 23:22:17 UTC,P,,,2019-05-01,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,AutoNation Nissan - Memphis,4140 Hacks Cross Rd,,Memphis,TN,38125,,901-759-6100,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.0353,-89.795859,2020-06-09,47837,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Jim Keras Nissan,2080 Covington Pike,,Memphis,TN,38128,,901-373-2800,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.181031,-89.895533,2020-06-09,47838,2021-03-11 23:22:17 UTC,P,,,2019-05-01,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,East Tennessee Nissan,5496 W Andrew Johnson Hwy,,Morristown,TN,37814,,423-587-2506,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.18226,-83.382387,2020-06-09,47839,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Murfreesboro,814 Memorial Blvd,,Murfreesboro,TN,37129,,615-893-0252,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.854156,-86.394979,2020-06-09,47841,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Action Nissan,307 Thompson Ln,,Nashville,TN,37211,,615-834-8244,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.110606,-86.743585,2020-06-09,47842,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Downtown Nashville Nissan,25 Vantage Way,,Nashville,TN,37228,,615-248-5100,E,,Private,,,,,,,1,,,Non-Networked,,GPS,36.191053,-86.793132,2021-02-15,47843,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Oak Ridge Nissan,101 S Illinois Ave,,Oak Ridge,TN,37830,,865-482-5489,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.010279,-84.268049,2020-06-09,47850,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Jones Motor Co,1260 Wayne Rd,,Savannah,TN,38372,,731-925-0367,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.226101,-88.224729,2020-06-09,47853,2021-03-11 23:22:17 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
E85,Thorntons #611,2815 Lebanon Pike,,Nashville,TN,37214,,615-886-4250,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-9,36.166836,-86.662358,2021-09-10,48955,2021-09-10 19:40:26 UTC,P,,,2012-03-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
ELEC,Electric Power Research Institute (EPRI) - Knoxville,942 Corridor Park Blvd,Located in the lab garage area and front parking,Knoxville,TN,37932,,,E,,Private,Employee and guest use only,,,,,,7,,,Non-Networked,,200-9,35.922002,-84.142112,2020-02-06,49206,2021-11-12 19:04:38 UTC,P,,,2010-01-20,,,,,J1772,US,,,,Privé,,private,,,RESEARCH_FACILITY,,,,,,,,,,,,,,,,,
ELEC,McMinnville Electric System,300 W Main St,,McMinnville,TN,37110,,931-473-3144,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,35.682046,-85.776576,2021-01-14,49211,2021-03-11 23:22:17 UTC,P,,,2014-07-10,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,,,,,,,,,,,
ELEC,Murfreesboro Electric,205 N Walnut St,,Murfreesboro,TN,37130,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.847864,-86.394251,2021-02-15,49469,2021-12-01 20:35:33 UTC,P,,,2012-09-30,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,
LPG,Chiles Propane,800 Mill St,,Pulaski,TN,38478,,931-363-5562,E,,Public - Card key at all times,7:30am-4:30pm M-F; contact station for card key,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,35.192302,-87.046605,2021-09-10,50101,2021-09-10 19:40:26 UTC,P,,,2012-12-18,,,false,,,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,
E85,MAPCO #7502,2099 Wilma Rudolph Blvd,,Clarksville,TN,37040,,931-542-5695,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-9,36.562223,-87.31284,2020-08-05,50350,2021-03-04 18:40:37 UTC,P,,,2012-07-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
E85,Kankus Express #21,3604 Brainerd Rd,,Chattanooga,TN,37411,,423-521-3888,E,,Public,24 hours daily,A Cash Checks D M V,,,,,,,,,,200-9,35.023591,-85.245716,2020-08-05,51186,2021-03-04 18:40:37 UTC,P,,,2013-01-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
LPG,Flamegas Co,1709 Tom J Hitch Pkwy,Located on Highway 50 and Tom J Hitch Pkwy,Columbia,TN,38401,,931-381-0526,E,,Public - Call ahead,8am-4:30pm M-F,A Cash D M V,,,,,,,,,,200-9,35.592282,-87.018813,2019-08-08,51443,2021-03-18 15:35:13 UTC,P,,,2013-04-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,
LPG,Nashville East KOA,2100 Safari Camp Rd,"I-40, Exit 232, South onto Highway 109, 1/10 mile turn left Safari Camp Rd, 2 miles to Nashville East KOA",Lebanon,TN,37090,,615-449-5527,E,,Public,7am-8pm daily,Cash Checks D M V,,,,,,,,,,200-9,36.181509,-86.368984,2021-09-10,51455,2021-09-10 19:40:26 UTC,P,,,2013-04-16,,,false,,,US,,,,Public,,public,,,CAMPGROUND,,,,,,,,,"[""ACME""]",,,,,,,,
LPG,TN40 RV Campground,1204 Murfreesboro Rd,"I-40 Exit 238 (US 231), South 1 mile on the right",Lebanon,TN,37090,,615-449-2831,E,,Public,7am-5pm daily,Cash Checks D M V,,,,,,,,,,200-9,36.171376,-86.307065,2021-09-10,51457,2021-09-10 19:40:26 UTC,P,,,2013-04-16,,,false,,,US,,,,Public,,public,,,CAMPGROUND,,,,,,,,,,,,,,,,,
LPG,AgCentral Farmers Co-op,626 Anderson St,,Madisonville,TN,37354,,423-442-2407,E,,Public - Call ahead,"8am-5pm M-F, 8am-12pm Sat",Cash D M V,,,,,,,,,,GPS,35.51480327238732,-84.37175173149109,2021-09-10,51459,2021-09-10 19:40:26 UTC,P,,,2013-04-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,COOP,,,,,,,,,"[""ACME""]",,,,,,,,
LPG,AgCentral Farmers Co-op,776 New Highway 68,,Sweetwater,TN,37874,,423-337-3551,E,,Public,"8am-5pm M-F, 8am-12pm Sat",Cash D M V,,,,,,,,,,200-9,35.59118,-84.479472,2021-09-10,51462,2021-09-10 19:40:26 UTC,P,,,2013-04-16,,,true,,,US,,,,Public,,public,,,COOP,,,,,,,,,"[""ACME""]",,,,,,,,
CNG,Athens Utilities Board,1818 Holiday Dr,,Athens,TN,37303,,423-745-4501,E,,Public - Credit card at all times,24 hours daily,M V,,Q,3600,,,,,,,200-9,35.467829,-84.644781,2021-09-10,51621,2021-09-10 19:40:26 UTC,P,,,2013-04-20,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,NONE,216,30000,,,,,,,,Q,3600,HD,,,
ELEC,Ford of Murfreesboro,1550 NW Broad St,,Murfreesboro,TN,37129,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,35.868733,-86.412702,2021-10-12,51701,2021-10-12 12:58:36 UTC,P,,,2013-04-01,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,METRO NASHVILLE NFD STATION 30,3715 Old Clarksville Pike,,Nashville,TN,37080,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.315771,-86.877477,2021-12-01,51702,2021-12-01 00:30:49 UTC,,,,2013-04-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,NASHVILLE MTA STATION#1,430 Myatt Dr,,Madison,TN,37115,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.275174,-86.690657,2021-12-01,52037,2021-12-01 00:30:49 UTC,,,,2013-05-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
